player,born,nation,positions,team_count,league_count,season_count,teams,leagues,seasons,player_id,matched_name,match_type,matched_flag,join_player,born_int
Mario Hermoso,1995.0,ESP,DF,2,1,6,"Atlético Madrid, Espanyol",ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",281769.0,Mario Hermoso,exact_name_plus_birth_year,True,mario hermoso,1995
Mario Hernández,1999.0,ESP,"DF, DF,MF",1,1,2,Rayo Vallecano,ESP-La Liga,"2021-22, 2022-23",608531.0,Mario Hernández,exact_name_plus_birth_year,True,mario hernández,1999
Mario Lemina,1993.0,GAB,MF,4,2,5,"Fulham, Nice, Southampton, Wolves","ENG-Premier League, FRA-Ligue 1","2018-19, 2020-21, 2021-22, 2022-23, 2023-24",170934.0,Mario Lemina,exact_name_plus_birth_year,True,mario lemina,1993
Mario Mandžukić,1986.0,CRO,"FW, FW,MF",2,1,3,"Juventus, Milan",ITA-Serie A,"2018-19, 2019-20, 2020-21",34572.0,Mario Mandzukic,exact_name_plus_birth_year,True,mario mandžukić,1986
Mario Maroto,2003.0,ESP,MF,1,1,1,Valladolid,ESP-La Liga,2022-23,710484.0,Mario Maroto,exact_name_plus_birth_year,True,mario maroto,2003
Mario Martín,2004.0,ESP,MF,1,1,2,Real Madrid,ESP-La Liga,"2022-23, 2023-24",948273.0,Mario Martín,exact_name_plus_birth_year,True,mario martín,2004
Mario Pašalić,1995.0,CRO,"MF, MF,FW",1,1,6,Atalanta,ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",205938.0,Mario Pašalić,exact_name_plus_birth_year,True,mario pašalić,1995
Mario Perrone,2003.0,ITA,DF,1,1,1,Salernitana,ITA-Serie A,2021-22,709579.0,Mario Perrone,exact_name_plus_birth_year,True,mario perrone,2003
Mario Rodriguez,1997.0,ESP,FW,1,1,1,Granada,ESP-La Liga,2019-20,251888.0,Mario Rodríguez,exact_name_plus_birth_year,True,mario rodriguez,1997
Mario Soriano,2002.0,ESP,MF,1,1,1,Atlético Madrid,ESP-La Liga,2020-21,568148.0,Mario Soriano,exact_name_plus_birth_year,True,mario soriano,2002
Mario Suárez,1987.0,ESP,"DF, MF",1,1,3,Rayo Vallecano,ESP-La Liga,"2018-19, 2021-22, 2022-23",37337.0,Mario Suárez,exact_name_plus_birth_year,True,mario suárez,1987
Mario Vrančić,1989.0,BIH,MF,1,1,1,Norwich City,ENG-Premier League,2019-20,39372.0,Mario Vrancic,exact_name_plus_birth_year,True,mario vrančić,1989
Mario de Luis,2002.0,ESP,GK,1,1,2,Real Madrid,ESP-La Liga,"2022-23, 2023-24",717952.0,Mario de Luis,exact_name_plus_birth_year,True,mario de luis,2002
Marios Oikonomou,1992.0,GRE,DF,1,1,1,Sampdoria,ITA-Serie A,2022-23,,,,False,marios oikonomou,1992
Marius Adamonis,1997.0,LTU,GK,1,1,3,Lazio,ITA-Serie A,"2021-22, 2022-23, 2023-24",300137.0,Marius Adamonis,exact_name_plus_birth_year,True,marius adamonis,1997
Marius Bülter,1993.0,GER,"MF, MF,FW",3,1,4,"Hoffenheim, Schalke 04, Union Berlin",GER-Bundesliga,"2019-20, 2020-21, 2022-23, 2023-24",116088.0,Marius Bülter,exact_name_plus_birth_year,True,marius bülter,1993
Marius Funk,1996.0,GER,GK,1,1,1,Greuther Fürth,GER-Bundesliga,2021-22,170517.0,Marius Funk,exact_name_plus_birth_year,True,marius funk,1996
Marius Herzig,1999.0,GER,GK,1,1,1,Sevilla,ESP-La Liga,2022-23,443900.0,Marius Herzig,exact_name_plus_birth_year,True,marius herzig,1999
Marius Liesegang,2000.0,GER,GK,1,1,1,Mainz 05,GER-Bundesliga,2020-21,337090.0,Marius Liesegang,exact_name_plus_birth_year,True,marius liesegang,2000
Marius Müller,1993.0,GER,GK,1,1,1,RB Leipzig,GER-Bundesliga,2018-19,118161.0,Marius Müller,exact_name_plus_birth_year,True,marius müller,1993
Marius Wolf,1995.0,GER,"DF, DF,FW, MF, MF,DF",3,1,6,"Dortmund, Hertha BSC, Köln",GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",193900.0,Marius Wolf,exact_name_plus_birth_year,True,marius wolf,1995
Mariusz Stępiński,1995.0,POL,"FW, FW,MF",2,1,3,"Chievo, Hellas Verona",ITA-Serie A,"2018-19, 2019-20, 2020-21",210363.0,Mariusz Stępiński,exact_name_plus_birth_year,True,mariusz stępiński,1995
Mark Flekken,1993.0,NED,GK,2,2,6,"Brentford, Freiburg","ENG-Premier League, GER-Bundesliga","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",125714.0,Mark Flekken,exact_name_plus_birth_year,True,mark flekken,1993
Mark Gillespie,1992.0,ENG,GK,1,1,4,Newcastle United,ENG-Premier League,"2020-21, 2021-22, 2022-23, 2023-24",142389.0,Mark Gillespie,exact_name_plus_birth_year,True,mark gillespie,1992
Mark Noble,1987.0,ENG,MF,1,1,4,West Ham United,ENG-Premier League,"2018-19, 2019-20, 2020-21, 2021-22",31835.0,Mark Noble,exact_name_plus_birth_year,True,mark noble,1987
Mark O'Mahony,2005.0,IRL,FW,1,1,1,Brighton,ENG-Premier League,2023-24,943549.0,Mark O'Mahony,exact_name_plus_birth_year,True,mark o'mahony,2005
Mark Travers,1999.0,IRL,GK,1,1,4,Bournemouth,ENG-Premier League,"2018-19, 2019-20, 2022-23, 2023-24",357658.0,Mark Travers,exact_name_plus_birth_year,True,mark travers,1999
Mark Uth,1991.0,GER,"FW,MF, MF,FW",2,1,6,"Köln, Schalke 04",GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",112935.0,Mark Uth,exact_name_plus_birth_year,True,mark uth,1991
Markel Areitio,1996.0,ESP,GK,1,1,1,Eibar,ESP-La Liga,2018-19,288371.0,Markel Areitio,exact_name_plus_birth_year,True,markel areitio,1996
Markel Bergara,1986.0,ESP,MF,1,1,2,Getafe,ESP-La Liga,"2018-19, 2019-20",51426.0,Markel Bergara,exact_name_plus_birth_year,True,markel bergara,1986
Markel Susaeta,1987.0,ESP,"MF,FW",1,1,1,Athletic Club,ESP-La Liga,2018-19,54245.0,Markel Susaeta,exact_name_plus_birth_year,True,markel susaeta,1987
Marko Arnautović,1989.0,AUT,FW,3,2,4,"Bologna, Inter, West Ham United","ENG-Premier League, ITA-Serie A","2018-19, 2021-22, 2022-23, 2023-24",41384.0,Marko Arnautovic,exact_name_plus_birth_year,True,marko arnautović,1989
Marko Dmitrović,1992.0,SRB,GK,2,1,6,"Eibar, Sevilla",ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",94308.0,Marko Dmitrovic,exact_name_plus_birth_year,True,marko dmitrović,1992
Marko Grujić,1996.0,SRB,MF,1,1,2,Hertha BSC,GER-Bundesliga,"2018-19, 2019-20",222813.0,Marko Grujić,exact_name_plus_birth_year,True,marko grujić,1996
Marko Janković,1995.0,MNE,MF,1,1,2,SPAL,ITA-Serie A,"2018-19, 2019-20",222223.0,Marko Jankovic,exact_name_plus_birth_year,True,marko janković,1995
Marko Johansson,1998.0,SWE,GK,1,1,1,Bochum,GER-Bundesliga,2022-23,316983.0,Marko Johansson,exact_name_plus_birth_year,True,marko johansson,1998
Marko Lazetić,2004.0,SRB,FW,1,1,2,Milan,ITA-Serie A,"2021-22, 2022-23",698548.0,Marko Lazetić,exact_name_plus_birth_year,True,marko lazetić,2004
Marko Milovanović,2003.0,SRB,FW,1,1,2,Almería,ESP-La Liga,"2022-23, 2023-24",845568.0,Marko Milovanović,exact_name_plus_birth_year,True,marko milovanović,2003
Marko Mladenović,2005.0,SRB,MF,1,1,1,Eintracht Frankfurt,GER-Bundesliga,2023-24,922413.0,Marko Mladenovic,exact_name_plus_birth_year,True,marko mladenović,2005
Marko Pajač,1993.0,CRO,"DF,MF, MF,DF",3,1,3,"Cagliari, Empoli, Genoa",ITA-Serie A,"2018-19, 2019-20, 2020-21",190634.0,Marko Pajac,exact_name_plus_birth_year,True,marko pajač,1993
Marko Pjaca,1995.0,CRO,"FW,MF, MF, MF,FW",5,1,5,"Empoli, Fiorentina, Genoa, Juventus, Torino",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",205940.0,Marko Pjaca,exact_name_plus_birth_year,True,marko pjaca,1995
Marko Rog,1995.0,CRO,MF,3,2,4,"Cagliari, Napoli, Sevilla","ESP-La Liga, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22",317482.0,Marko Rog,exact_name_plus_birth_year,True,marko rog,1995
Markus Schubert,1998.0,GER,GK,2,1,2,"Eintracht Frankfurt, Schalke 04",GER-Bundesliga,"2019-20, 2020-21",296741.0,Markus Schubert,exact_name_plus_birth_year,True,markus schubert,1998
Markus Suttner,1987.0,AUT,"DF,MF",2,2,2,"Brighton, Düsseldorf","ENG-Premier League, GER-Bundesliga","2018-19, 2019-20",31514.0,Markus Suttner,exact_name_plus_birth_year,True,markus suttner,1987
Marley Aké,2001.0,FRA,"FW,MF",3,2,4,"Juventus, Marseille, Udinese","FRA-Ligue 1, ITA-Serie A","2019-20, 2020-21, 2021-22, 2023-24",682032.0,Marley Aké,exact_name_plus_birth_year,True,marley aké,2001
Marlon,1995.0,BRA,DF,2,1,4,"Monza, Sassuolo",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2022-23",273236.0,Marlon,exact_name_plus_birth_year,True,marlon,1995
Marlon Morgenstern,2001.0,GER,DF,1,1,1,Hertha BSC,GER-Bundesliga,2021-22,533007.0,Marlon Morgenstern,exact_name_plus_birth_year,True,marlon morgenstern,2001
Marlon Mustapha,2001.0,AUT,FW,1,1,1,Mainz 05,GER-Bundesliga,2022-23,532495.0,Marlon Mustapha,exact_name_plus_birth_year,True,marlon mustapha,2001
Marlon Ritter,1994.0,GER,MF,1,1,1,Paderborn 07,GER-Bundesliga,2019-20,151636.0,Marlon Ritter,exact_name_plus_birth_year,True,marlon ritter,1994
Marlos Moreno,1996.0,COL,"FW,MF",1,1,1,Troyes,FRA-Ligue 1,2022-23,345654.0,Marlos Moreno,exact_name_plus_birth_year,True,marlos moreno,1996
Marnon Busch,1994.0,GER,DF,1,1,1,Heidenheim,GER-Bundesliga,2023-24,117478.0,Marnon Busch,exact_name_plus_birth_year,True,marnon busch,1994
Marouane Fellaini,1987.0,BEL,MF,1,1,1,Manchester Utd,ENG-Premier League,2018-19,39679.0,Marouane Fellaini,exact_name_plus_birth_year,True,marouane fellaini,1987
Marquinhos,1994.0,BRA,"DF, DF,MF, MF,DF",1,1,6,Paris Saint-Germain,FRA-Ligue 1,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",181767.0,Marquinhos,exact_name_plus_birth_year,True,marquinhos,1994
Marquinhos,2003.0,BRA,MF,2,2,2,"Arsenal, Nantes","ENG-Premier League, FRA-Ligue 1","2022-23, 2023-24",668268.0,Marquinhos,exact_name_plus_birth_year,True,marquinhos,2003
Marshall Munetsi,1996.0,ZIM,"MF, MF,DF",1,1,5,Reims,FRA-Ligue 1,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",414908.0,Marshall Munetsi,exact_name_plus_birth_year,True,marshall munetsi,1996
Marten Winkler,2002.0,GER,MF,1,1,2,Hertha BSC,GER-Bundesliga,"2020-21, 2021-22",574569.0,Marten Winkler,exact_name_plus_birth_year,True,marten winkler,2002
Marten de Roon,1991.0,NED,"MF, MF,DF",1,1,6,Atalanta,ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",133179.0,Marten de Roon,exact_name_plus_birth_year,True,marten de roon,1991
Martial Godo,2003.0,CIV,"FW,MF",1,1,1,Fulham,ENG-Premier League,2022-23,992686.0,Martial Godo,exact_name_plus_birth_year,True,martial godo,2003
Martin Adeline,2003.0,FRA,MF,1,1,2,Reims,FRA-Ligue 1,"2021-22, 2022-23",814976.0,Martin Adeline,exact_name_plus_birth_year,True,martin adeline,2003
Martin Agirregabiria,1996.0,ESP,"DF, DF,MF",1,1,4,Alavés,ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22",,,,False,martin agirregabiria,1996
Martin Braithwaite,1991.0,DEN,"FW, FW,MF",3,1,5,"Barcelona, Espanyol, Leganés",ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",95732.0,Martin Braithwaite,exact_name_plus_birth_year,True,martin braithwaite,1991
Martin Dúbravka,1989.0,SVK,GK,2,1,6,"Manchester Utd, Newcastle United",ENG-Premier League,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",74960.0,Martin Dúbravka,exact_name_plus_birth_year,True,martin dúbravka,1989
Martin Erlic,1998.0,CRO,DF,2,1,4,"Sassuolo, Spezia",ITA-Serie A,"2020-21, 2021-22, 2022-23, 2023-24",357003.0,Martin Erlić,exact_name_plus_birth_year,True,martin erlic,1998
Martin Graiciar,1999.0,CZE,MF,1,1,1,Fiorentina,ITA-Serie A,2018-19,319176.0,Martin Graiciar,exact_name_plus_birth_year,True,martin graiciar,1999
Martin Harnik,1987.0,AUT,"FW,MF",1,1,2,Werder Bremen,GER-Bundesliga,"2018-19, 2019-20",31159.0,Martin Harnik,exact_name_plus_birth_year,True,martin harnik,1987
Martin Hinteregger,1992.0,AUT,DF,2,1,4,"Augsburg, Eintracht Frankfurt",GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22",85789.0,Martin Hinteregger,exact_name_plus_birth_year,True,martin hinteregger,1992
Martin Hongla,1998.0,CMR,"DF,MF, MF, MF,DF",3,2,3,"Granada, Hellas Verona, Valladolid","ESP-La Liga, ITA-Serie A","2021-22, 2022-23, 2023-24",398808.0,Martin Hongla,exact_name_plus_birth_year,True,martin hongla,1998
Martin Kelly,1990.0,ENG,"DF, DF,MF",1,1,4,Crystal Palace,ENG-Premier League,"2018-19, 2019-20, 2020-21, 2021-22",78959.0,Martin Kelly,exact_name_plus_birth_year,True,martin kelly,1990
Martin Palumbo,2002.0,NOR,MF,2,1,4,"Juventus, Udinese",ITA-Serie A,"2019-20, 2020-21, 2021-22, 2022-23",617170.0,Martin Palumbo,exact_name_plus_birth_year,True,martin palumbo,2002
Martin Satriano,2001.0,URU,"FW, FW,MF",3,2,4,"Brest, Empoli, Inter","FRA-Ligue 1, ITA-Serie A","2020-21, 2021-22, 2022-23, 2023-24",640109.0,Martín Satriano,exact_name_plus_birth_year,True,martin satriano,2001
Martin Sourzac,1992.0,FRA,GK,1,1,1,Nîmes,FRA-Ligue 1,2018-19,126705.0,Martin Sourzac,exact_name_plus_birth_year,True,martin sourzac,1992
Martin Terrier,1997.0,FRA,"FW,MF, MF,FW",2,1,6,"Lyon, Rennes",FRA-Ligue 1,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",442891.0,Martin Terrier,exact_name_plus_birth_year,True,martin terrier,1997
Martin Turk,2003.0,SVN,GK,2,1,2,"Parma, Sampdoria",ITA-Serie A,"2020-21, 2022-23",700643.0,Martin Turk,exact_name_plus_birth_year,True,martin turk,2003
Martin Valjent,1995.0,SVK,DF,1,1,4,Mallorca,ESP-La Liga,"2019-20, 2021-22, 2022-23, 2023-24",277384.0,Martin Valjent,exact_name_plus_birth_year,True,martin valjent,1995
Martin Ødegaard,1998.0,NOR,MF,3,2,5,"Arsenal, Real Madrid, Real Sociedad","ENG-Premier League, ESP-La Liga","2019-20, 2020-21, 2021-22, 2022-23, 2023-24",316264.0,Martin Ødegaard,exact_name_plus_birth_year,True,martin ødegaard,1998
Martin Škrtel,1984.0,SVK,DF,1,1,1,Atalanta,ITA-Serie A,2019-20,24180.0,Martin Skrtel,exact_name_plus_birth_year,True,martin škrtel,1984
Martin Šviderský,2002.0,SVK,MF,1,1,2,Almería,ESP-La Liga,"2022-23, 2023-24",630523.0,Martin Svidersky,exact_name_plus_birth_year,True,martin šviderský,2002
Martín,1999.0,ESP,MF,1,1,1,Cádiz,ESP-La Liga,2021-22,,,,False,martín,1999
Martín Conde,2003.0,ESP,DF,1,1,1,Celta Vigo,ESP-La Liga,2022-23,,,,False,martín conde,2003
Martín Cáceres,1987.0,URU,"DF, DF,MF",5,2,4,"Cagliari, Fiorentina, Juventus, Lazio, Levante","ESP-La Liga, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22",54935.0,Martín Cáceres,exact_name_plus_birth_year,True,martín cáceres,1987
Martín Mantovani,1984.0,ARG,DF,1,1,1,Huesca,ESP-La Liga,2018-19,73180.0,Martín Mantovani,exact_name_plus_birth_year,True,martín mantovani,1984
Martín Merquelanz,1995.0,ESP,MF,2,1,3,"Rayo Vallecano, Real Sociedad",ESP-La Liga,"2018-19, 2020-21, 2021-22",289272.0,Martín Merquelanz,exact_name_plus_birth_year,True,martín merquelanz,1995
Martín Montoya,1991.0,ESP,"DF, DF,MF",2,2,5,"Brighton, Real Betis","ENG-Premier League, ESP-La Liga","2018-19, 2019-20, 2020-21, 2021-22, 2022-23",68645.0,Martín Montoya,exact_name_plus_birth_year,True,martín montoya,1991
Martín Pascual,1999.0,ESP,DF,1,1,1,Rayo Vallecano,ESP-La Liga,2023-24,638588.0,Martín Pascual,exact_name_plus_birth_year,True,martín pascual,1999
Martín Payero,1998.0,ARG,MF,1,1,1,Udinese,ITA-Serie A,2023-24,555820.0,Martín Payero,exact_name_plus_birth_year,True,martín payero,1998
Martín Tejón,2004.0,ESP,MF,1,1,1,Valencia,ESP-La Liga,2023-24,941883.0,Martín Tejón,exact_name_plus_birth_year,True,martín tejón,2004
Martín Zubimendi,1999.0,ESP,MF,1,1,6,Real Sociedad,ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",423440.0,Martín Zubimendi,exact_name_plus_birth_year,True,martín zubimendi,1999
Marvelous Nakamba,1994.0,ZIM,MF,2,1,5,"Aston Villa, Luton Town",ENG-Premier League,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",324882.0,Marvelous Nakamba,exact_name_plus_birth_year,True,marvelous nakamba,1994
Marvin,2000.0,ESP,"MF,DF",2,1,2,"Las Palmas, Real Madrid",ESP-La Liga,"2020-21, 2023-24",,,,False,marvin,2000
Marvin Bakalorz,1989.0,GER,MF,1,1,1,Hannover 96,GER-Bundesliga,2018-19,53602.0,Marvin Bakalorz,exact_name_plus_birth_year,True,marvin bakalorz,1989
Marvin Cuni,2001.0,ALB,FW,1,1,1,Frosinone,ITA-Serie A,2023-24,453864.0,Marvin Cuni,exact_name_plus_birth_year,True,marvin cuni,2001
Marvin Ducksch,1994.0,GER,FW,2,1,3,"Düsseldorf, Werder Bremen",GER-Bundesliga,"2018-19, 2022-23, 2023-24",125103.0,Marvin Ducksch,exact_name_plus_birth_year,True,marvin ducksch,1994
Marvin Elimbi,2003.0,FRA,DF,1,1,2,Strasbourg,FRA-Ligue 1,"2020-21, 2021-22",862628.0,Marvin Elimbi,exact_name_plus_birth_year,True,marvin elimbi,2003
Marvin Friedrich,1995.0,GER,DF,2,1,5,"Gladbach, Union Berlin",GER-Bundesliga,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",196231.0,Marvin Friedrich,exact_name_plus_birth_year,True,marvin friedrich,1995
Marvin Gakpa,1993.0,FRA,"MF,FW",1,1,1,Metz,FRA-Ligue 1,2019-20,170976.0,Marvin Gakpa,exact_name_plus_birth_year,True,marvin gakpa,1993
Marvin Martin,1988.0,FRA,"MF,FW",1,1,1,Reims,FRA-Ligue 1,2018-19,77834.0,Marvin Martin,exact_name_plus_birth_year,True,marvin martin,1988
Marvin Mehlem,1997.0,GER,MF,1,1,1,Darmstadt 98,GER-Bundesliga,2023-24,237226.0,Marvin Mehlem,exact_name_plus_birth_year,True,marvin mehlem,1997
Marvin Obuz,2002.0,GER,MF,1,1,2,Köln,GER-Bundesliga,"2020-21, 2021-22",522084.0,Marvin Obuz,exact_name_plus_birth_year,True,marvin obuz,2002
Marvin Pieringer,1999.0,GER,"FW,MF",1,1,1,Heidenheim,GER-Bundesliga,2023-24,471055.0,Marvin Pieringer,exact_name_plus_birth_year,True,marvin pieringer,1999
Marvin Plattenhardt,1992.0,GER,"DF, DF,MF",1,1,5,Hertha BSC,GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",89592.0,Marvin Plattenhardt,exact_name_plus_birth_year,True,marvin plattenhardt,1992
Marvin Schwäbe,1995.0,GER,GK,1,1,3,Köln,GER-Bundesliga,"2021-22, 2022-23, 2023-24",160929.0,Marvin Schwäbe,exact_name_plus_birth_year,True,marvin schwäbe,1995
Marvin Senaya,2001.0,GHA,"DF,MF",1,1,4,Strasbourg,FRA-Ligue 1,"2020-21, 2021-22, 2022-23, 2023-24",830890.0,Marvin Senaya,exact_name_plus_birth_year,True,marvin senaya,2001
Marvin Tshibuabua,2002.0,FRA,DF,1,1,3,Saint-Étienne,FRA-Ligue 1,"2018-19, 2019-20, 2020-21",558139.0,Marvin Tshibuabua,exact_name_plus_birth_year,True,marvin tshibuabua,2002
Marvin Zeegelaar,1990.0,NED,"DF,MF, MF, MF,DF",1,1,5,Udinese,ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",92899.0,Marvin Zeegelaar,exact_name_plus_birth_year,True,marvin zeegelaar,1990
Marwin Hitz,1987.0,SUI,GK,1,1,4,Dortmund,GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22",59238.0,Marwin Hitz,exact_name_plus_birth_year,True,marwin hitz,1987
Masaya Okugawa,1996.0,JPN,"FW,MF, MF, MF,FW",2,1,3,"Arminia, Augsburg",GER-Bundesliga,"2020-21, 2021-22, 2023-24",307052.0,Masaya Okugawa,exact_name_plus_birth_year,True,masaya okugawa,1996
Mason Burstow,2003.0,ENG,FW,1,1,1,Chelsea,ENG-Premier League,2023-24,874080.0,Mason Burstow,exact_name_plus_birth_year,True,mason burstow,2003
Mason Greenwood,2001.0,ENG,"FW, MF,FW",2,2,5,"Getafe, Manchester Utd","ENG-Premier League, ESP-La Liga","2018-19, 2019-20, 2020-21, 2021-22, 2023-24",532826.0,Mason Greenwood,exact_name_plus_birth_year,True,mason greenwood,2001
Mason Holgate,1996.0,JAM,DF,2,1,6,"Everton, Sheffield United",ENG-Premier League,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",348623.0,Mason Holgate,exact_name_plus_birth_year,True,mason holgate,1996
Mason Mount,1999.0,ENG,"MF, MF,FW",2,1,5,"Chelsea, Manchester Utd",ENG-Premier League,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",346483.0,Mason Mount,exact_name_plus_birth_year,True,mason mount,1999
Massadio Haïdara,1992.0,MLI,"DF,MF, MF,DF",1,1,4,Lens,FRA-Ligue 1,"2020-21, 2021-22, 2022-23, 2023-24",170929.0,Massadio Haïdara,exact_name_plus_birth_year,True,massadio haïdara,1992
Massamba Ndiaye,2001.0,SEN,GK,1,1,1,Clermont Foot,FRA-Ligue 1,2023-24,,,,False,massamba ndiaye,2001
Massimiliano Mangraviti,1998.0,ITA,DF,1,1,1,Brescia,ITA-Serie A,2019-20,395805.0,Massimiliano Mangraviti,exact_name_plus_birth_year,True,massimiliano mangraviti,1998
Massimiliano Mignogna,2003.0,ITA,DF,1,1,1,Crotone,ITA-Serie A,2020-21,696617.0,Massimiliano Mignogna,exact_name_plus_birth_year,True,massimiliano mignogna,2003
Massimo Coda,1988.0,ITA,FW,1,1,1,Genoa,ITA-Serie A,2023-24,33763.0,Massimo Coda,exact_name_plus_birth_year,True,massimo coda,1988
Massimo Gobbi,1980.0,ITA,DF,1,1,1,Parma,ITA-Serie A,2018-19,28020.0,Massimo Gobbi,exact_name_plus_birth_year,True,massimo gobbi,1980
Matas,2002.0,ESP,GK,1,1,1,Girona,ESP-La Liga,2022-23,,,,False,matas,2002
Matei Ilie,2002.0,ROU,DF,1,1,1,Hellas Verona,ITA-Serie A,2020-21,615930.0,Matei Ilie,exact_name_plus_birth_year,True,matei ilie,2002
Matej Kovar,2000.0,CZE,GK,2,2,2,"Leverkusen, Manchester Utd","ENG-Premier League, GER-Bundesliga","2022-23, 2023-24",550829.0,Matej Kovar,exact_name_plus_birth_year,True,matej kovar,2000
Matej Maglica,1998.0,CRO,DF,2,1,2,"Darmstadt 98, Stuttgart",GER-Bundesliga,"2021-22, 2023-24",433388.0,Matej Maglica,exact_name_plus_birth_year,True,matej maglica,1998
Mateo Joseph,2003.0,ESP,FW,1,1,1,Leeds United,ENG-Premier League,2022-23,834742.0,Mateo Joseph,exact_name_plus_birth_year,True,mateo joseph,2003
Mateo Klimowicz,2000.0,GER,"FW,MF, MF,FW",1,1,3,Stuttgart,GER-Bundesliga,"2020-21, 2021-22, 2022-23",540302.0,Mateo Klimowicz,exact_name_plus_birth_year,True,mateo klimowicz,2000
Mateo Kovačić,1994.0,CRO,MF,2,1,6,"Chelsea, Manchester City",ENG-Premier League,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",51471.0,Mateo Kovacic,exact_name_plus_birth_year,True,mateo kovačić,1994
Mateo Musacchio,1990.0,ARG,DF,2,1,3,"Lazio, Milan",ITA-Serie A,"2018-19, 2019-20, 2020-21",45653.0,Mateo Musacchio,exact_name_plus_birth_year,True,mateo musacchio,1990
Mateo Pavlović,1990.0,BIH,DF,1,1,3,Angers,FRA-Ligue 1,"2018-19, 2019-20, 2020-21",69436.0,Mateo Pavlovic,exact_name_plus_birth_year,True,mateo pavlović,1990
Mateo Retegui,1999.0,ITA,FW,1,1,1,Genoa,ITA-Serie A,2023-24,554903.0,Mateo Retegui,exact_name_plus_birth_year,True,mateo retegui,1999
Mateu Morey,2000.0,ESP,"DF, DF,MF, MF",1,1,3,Dortmund,GER-Bundesliga,"2019-20, 2020-21, 2023-24",388513.0,Mateu Morey,exact_name_plus_birth_year,True,mateu morey,2000
Mateus Lusuardi,2004.0,BRA,DF,1,1,1,Frosinone,ITA-Serie A,2023-24,1159022.0,Mateus Lusuardi,exact_name_plus_birth_year,True,mateus lusuardi,2004
Mateusz Bogusz,2001.0,POL,"FW,MF",1,1,1,Leeds United,ENG-Premier League,2020-21,431475.0,Mateusz Bogusz,exact_name_plus_birth_year,True,mateusz bogusz,2001
Mateusz Klich,1990.0,POL,MF,1,1,3,Leeds United,ENG-Premier League,"2020-21, 2021-22, 2022-23",92738.0,Mateusz Klich,exact_name_plus_birth_year,True,mateusz klich,1990
Mateusz Lis,1997.0,POL,GK,1,1,1,Troyes,FRA-Ligue 1,2022-23,345437.0,Mateusz Lis,exact_name_plus_birth_year,True,mateusz lis,1997
Mateusz Praszelik,2000.0,POL,MF,1,1,2,Hellas Verona,ITA-Serie A,"2021-22, 2022-23",374418.0,Mateusz Praszelik,exact_name_plus_birth_year,True,mateusz praszelik,2000
Mateusz Wieteska,1997.0,POL,DF,2,2,2,"Cagliari, Clermont Foot","FRA-Ligue 1, ITA-Serie A","2022-23, 2023-24",208172.0,Mateusz Wieteska,exact_name_plus_birth_year,True,mateusz wieteska,1997
Mateusz Łęgowski,2003.0,POL,MF,1,1,1,Salernitana,ITA-Serie A,2023-24,,,,False,mateusz łęgowski,2003
Matevz Dajcar,2002.0,ITA,GK,1,1,1,Atalanta,ITA-Serie A,2021-22,704079.0,Matevz Dajcar,exact_name_plus_birth_year,True,matevz dajcar,2002
Matheus Cunha,1999.0,BRA,"FW, FW,MF, MF,FW",4,3,6,"Atlético Madrid, Hertha BSC, RB Leipzig, Wolves","ENG-Premier League, ESP-La Liga, GER-Bundesliga","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",517894.0,Matheus Cunha,exact_name_plus_birth_year,True,matheus cunha,1999
